Data,Viral Load Result,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kd 461 Nigerian Airforce Hospital Kaduna,Jul-24,405,405,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Oct-23,384,384,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Nov-23,389,389,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Dec-23,330,330,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Jan-24,401,401,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Feb-24,370,370,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Mar-24,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Apr-24,370,370,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,May-24,390,390,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Jun-24,379,379,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,kn Armed Forces Specialist Hospital Kano,Jul-24,379,379,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Oct-23,683,683,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Nov-23,740,740,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Dec-23,749,749,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jan-24,763,763,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Feb-24,792,792,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Mar-24,700,700,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Apr-24,782,782,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,May-24,819,819,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jun-24,663,663,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 661 Nigerian Airforce Hospital Ikeja,Jul-24,844,844,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Oct-23,3321,3321,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Nov-23,3269,3269,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Dec-23,3108,3108,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Jan-24,3008,3008,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Feb-24,2897,2897,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Mar-24,3126,3126,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Apr-24,3313,3313,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,May-24,3361,3361,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Jun-24,3276,3276,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,Jul-24,3291,3291,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Oct-23,3751,3751,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Nov-23,3372,3372,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Dec-23,2254,2254,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Jan-24,3137,3137,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Feb-24,2170,2170,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Mar-24,2001,2001,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Apr-24,473,473,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,May-24,1467,1467,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Jun-24,2273,2273,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,Jul-24,2229,2229,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Oct-23,1096,1096,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Nov-23,1152,1152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Dec-23,1009,1009,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Jan-24,987,987,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Feb-24,896,896,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Mar-24,964,964,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Apr-24,1028,1028,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,May-24,1018,1018,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Jun-24,1023,1023,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,Jul-24,1030,1030,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Oct-23,1113,1113,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Nov-23,1118,1118,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Dec-23,1022,1022,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Jan-24,1127,1127,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Feb-24,1140,1140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Mar-24,1013,1013,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Apr-24,1130,1130,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,May-24,1031,1031,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Jun-24,1073,1073,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,Jul-24,1113,1113,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Oct-23,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Nov-23,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Dec-23,119,119,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Jan-24,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Feb-24,155,155,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Mar-24,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Apr-24,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,May-24,98,98,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Jun-24,109,109,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,Jul-24,121,121,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Oct-23,122,122,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Nov-23,154,154,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Dec-23,47,47,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Jan-24,150,150,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Feb-24,78,78,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Mar-24,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Apr-24,129,129,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,May-24,96,96,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Jun-24,42,42,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,Jul-24,42,42,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Oct-23,289,289,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Nov-23,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Dec-23,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Jan-24,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Feb-24,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Mar-24,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Apr-24,322,322,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,May-24,287,287,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Jun-24,283,283,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,Jul-24,295,295,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Oct-23,174,174,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Nov-23,173,173,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Dec-23,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Jan-24,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Feb-24,170,170,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Mar-24,162,162,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Apr-24,175,175,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,May-24,178,178,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Jun-24,169,169,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,Jul-24,186,186,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Oct-23,645,645,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Nov-23,706,706,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Dec-23,730,730,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Jan-24,625,625,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Feb-24,698,698,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Mar-24,677,677,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Apr-24,677,677,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,May-24,700,700,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Jun-24,739,739,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,Jul-24,742,742,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Oct-23,2124,2124,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Nov-23,1822,1822,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Dec-23,1001,1001,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Jan-24,1993,1993,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Feb-24,1830,1830,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Mar-24,1371,1371,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Apr-24,946,946,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,May-24,1207,1207,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Jun-24,1568,1568,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,Jul-24,846,846,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Oct-23,2228,2228,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Nov-23,2322,2322,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Dec-23,2224,2224,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Jan-24,2337,2337,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Feb-24,2359,2359,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Mar-24,1998,1998,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Apr-24,2371,2371,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,May-24,2181,2181,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Jun-24,2143,2143,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,Jul-24,2348,2348,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Oct-23,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Nov-23,172,172,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Dec-23,157,157,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Jan-24,155,155,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Feb-24,165,165,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Mar-24,183,183,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Apr-24,185,185,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,May-24,191,191,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Jun-24,193,193,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,Jul-24,196,196,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Oct-23,260,260,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Nov-23,253,253,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Dec-23,265,265,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Jan-24,264,264,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Feb-24,285,285,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Mar-24,279,279,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Apr-24,294,294,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,May-24,308,308,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Jun-24,278,278,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,Jul-24,317,317,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Oct-23,180,180,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Nov-23,206,206,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Dec-23,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Jan-24,222,222,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Feb-24,213,213,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Mar-24,137,137,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Apr-24,219,219,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,May-24,219,219,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Jun-24,211,211,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,Jul-24,223,223,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Oct-23,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Nov-23,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Dec-23,75,75,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Jan-24,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Feb-24,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Mar-24,73,73,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Apr-24,92,92,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,May-24,99,99,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Jun-24,84,84,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,Jul-24,87,87,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,Oct-23,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,Nov-23,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,Dec-23,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,Jan-24,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,Mar-24,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Oct-23,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Nov-23,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Dec-23,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Jan-24,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Feb-24,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,Mar-24,4,4,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Oct-23,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Nov-23,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Dec-23,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Jan-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Feb-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Mar-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Apr-24,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Jun-24,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,Jul-24,3,3,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Oct-23,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Nov-23,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Dec-23,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Jan-24,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Feb-24,22,22,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Mar-24,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Apr-24,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,May-24,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Jun-24,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,Jul-24,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Oct-23,20,20,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Nov-23,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Dec-23,20,20,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,Jan-24,20,20,1,1,1,1
