Data,Viral Load Result,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,December 2023,3108,3108,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,January 2024,3008,3008,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,February 2024,2897,2897,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,March 2024,3126,3126,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,April 2024,3313,3313,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,May 2024,3361,3361,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la 68 Nigerian Army Reference Hospital Yaba,June 2024,3389,3389,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,October 2023,3751,3751,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,November 2023,3372,3372,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,December 2023,2254,2254,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,January 2024,3137,3137,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,February 2024,2170,2170,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,March 2024,2001,2001,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,April 2024,473,473,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,May 2024,1467,1467,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Community Health Research Center Yaba,June 2024,1794,1794,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,October 2023,1096,1096,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,November 2023,1152,1152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,December 2023,1009,1009,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,January 2024,987,987,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,February 2024,896,896,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,March 2024,964,964,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,April 2024,1028,1028,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,May 2024,1018,1018,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Military Hospital Lagos,June 2024,1029,1029,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,October 2023,1113,1113,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,November 2023,1118,1118,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,December 2023,1022,1022,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,January 2024,1127,1127,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,February 2024,1140,1140,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,March 2024,1013,1013,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,April 2024,1130,1130,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,May 2024,1031,1031,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Nigerian Navy Reference Hospital Ojo,June 2024,1092,1092,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,October 2023,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,November 2023,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,December 2023,119,119,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,January 2024,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,February 2024,155,155,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,March 2024,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,April 2024,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,May 2024,98,98,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la Obisessan Naval Medical Center Lagos,June 2024,106,106,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,October 2023,122,122,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,November 2023,154,154,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,December 2023,47,47,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,January 2024,150,150,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,February 2024,78,78,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,March 2024,50,50,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,April 2024,129,129,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,May 2024,96,96,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,la TIERS,June 2024,100,100,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,October 2023,289,289,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,November 2023,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,December 2023,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,January 2024,301,301,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,February 2024,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,March 2024,298,298,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,April 2024,322,322,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,May 2024,287,287,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,oy 2 Division Medical Services and Hospital Ibadan,June 2024,287,287,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,October 2023,174,174,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,November 2023,173,173,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,December 2023,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,January 2024,160,160,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,February 2024,170,170,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,March 2024,162,162,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,April 2024,175,175,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,May 2024,178,178,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 3 Division Medical Services and Hospital Jos,June 2024,183,183,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,October 2023,645,645,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,November 2023,706,706,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,December 2023,730,730,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,January 2024,625,625,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,February 2024,698,698,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,March 2024,677,677,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,April 2024,677,677,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,May 2024,700,700,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,pl 563 Nigerian Airforce Hospital Jos,June 2024,743,743,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,October 2023,2124,2124,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,November 2023,1822,1822,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,December 2023,1001,1001,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,January 2024,1993,1993,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,February 2024,1830,1830,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,March 2024,1371,1371,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,April 2024,946,946,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,May 2024,1207,1207,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Community Health and Research Center Port Harcourt,June 2024,1270,1270,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,October 2023,2228,2228,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,November 2023,2322,2322,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,December 2023,2224,2224,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,January 2024,2337,2337,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,February 2024,2359,2359,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,March 2024,1998,1998,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,April 2024,2371,2371,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,May 2024,2181,2181,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Military Hospital Portharcourt,June 2024,2278,2278,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,October 2023,152,152,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,November 2023,172,172,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,December 2023,157,157,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,January 2024,155,155,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,February 2024,165,165,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,March 2024,183,183,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,April 2024,185,185,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,May 2024,191,191,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Borokiri,June 2024,193,193,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,October 2023,260,260,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,November 2023,253,253,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,December 2023,265,265,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,January 2024,264,264,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,February 2024,285,285,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,March 2024,279,279,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,April 2024,294,294,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,May 2024,308,308,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Naval Medical Centre Onne,June 2024,313,313,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,October 2023,180,180,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,November 2023,206,206,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,December 2023,153,153,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,January 2024,222,222,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,February 2024,213,213,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,March 2024,137,137,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,April 2024,219,219,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,May 2024,219,219,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ri Nigerian Airforce Reference Hospital Port Harcourt,June 2024,211,211,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,October 2023,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,November 2023,72,72,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,December 2023,75,75,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,January 2024,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,February 2024,82,82,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,March 2024,73,73,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,April 2024,92,92,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,May 2024,99,99,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,so 8 Division Medical Services and Hospital Sokoto,June 2024,109,109,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,October 2023,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,November 2023,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,December 2023,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,January 2024,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),<50 c/ml,ta 20 Battalion Medical Reception Station Serti Taraba,March 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,October 2023,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,November 2023,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,December 2023,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,January 2024,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,February 2024,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ab 14 Brigade Medical Centre Ohafia,March 2024,4,4,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,October 2023,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,November 2023,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,December 2023,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,January 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,February 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,March 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,April 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ad 23 Brigade Medical Centre Yola,June 2024,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,October 2023,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,November 2023,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,December 2023,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,January 2024,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,February 2024,22,22,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,March 2024,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,April 2024,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,May 2024,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak 6 Battalion Medical Reception Station Abak,June 2024,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,October 2023,20,20,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,November 2023,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,December 2023,20,20,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,January 2024,20,20,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,February 2024,19,19,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,March 2024,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,April 2024,11,11,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May 2024,12,12,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,June 2024,14,14,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,October 2023,10,10,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,November 2023,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,December 2023,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,January 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,February 2024,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,March 2024,5,5,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,April 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,May 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,June 2024,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,October 2023,23,23,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,November 2023,21,21,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,December 2023,15,15,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,January 2024,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,February 2024,17,17,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,March 2024,13,13,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,April 2024,16,16,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,May 2024,18,18,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,an 302 Artillery Regiment Medical Reception Station Onitsha,June 2024,24,24,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,October 2023,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,November 2023,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,December 2023,6,6,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,January 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,February 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,March 2024,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,April 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,May 2024,1,1,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba 33 Brigade Medical Center Shadawanka,June 2024,2,2,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,October 2023,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,November 2023,9,9,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,December 2023,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,January 2024,8,8,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,February 2024,7,7,1,1,1,1
TX_PVLS_N: Viral Load Results (FY22),50-199 c/ml,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,March 2024,7,7,1,1,1,1
