Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
TX_CURR: Total Patients Currently on ART,ab 14 Brigade Medical Centre Ohafia,April 2024,0,0,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,October 2023,54,54,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,November 2023,56,56,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,December 2023,55,55,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,January 2024,55,55,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,February 2024,58,58,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,March 2024,62,62,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,April 2024,63,63,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,May 2024,64,64,1,1,1,1
TX_CURR: Total Patients Currently on ART,ad 23 Brigade Medical Centre Yola,June 2024,67,67,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,October 2023,500,500,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,November 2023,499,499,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,December 2023,463,463,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,January 2024,513,513,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,February 2024,526,526,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,March 2024,492,492,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,April 2024,530,530,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,May 2024,538,538,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak 6 Battalion Medical Reception Station Abak,June 2024,513,513,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,October 2023,256,256,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,November 2023,257,257,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,December 2023,232,232,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,January 2024,257,257,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,February 2024,249,249,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,March 2024,250,250,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,April 2024,250,250,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,May 2024,242,242,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Forward Operating Base Ibaka,June 2024,238,238,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,October 2023,171,171,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,November 2023,165,165,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,December 2023,163,163,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,January 2024,163,163,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,February 2024,168,168,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,March 2024,165,165,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,April 2024,159,159,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,May 2024,164,164,1,1,1,1
TX_CURR: Total Patients Currently on ART,ak Sickbay Nigerian Navy Ship JUBILEE Ikot Abasi,June 2024,158,158,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,October 2023,568,568,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,November 2023,569,569,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,December 2023,565,565,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,January 2024,590,590,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,February 2024,597,597,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,March 2024,553,553,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,April 2024,546,546,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,May 2024,554,554,1,1,1,1
TX_CURR: Total Patients Currently on ART,an 302 Artillery Regiment Medical Reception Station Onitsha,June 2024,555,555,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,October 2023,164,164,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,November 2023,165,165,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,December 2023,166,166,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,January 2024,165,165,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,February 2024,167,167,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,March 2024,167,167,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,April 2024,171,171,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,May 2024,170,170,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba 33 Brigade Medical Center Shadawanka,June 2024,171,171,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,October 2023,83,83,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,November 2023,83,83,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,December 2023,81,81,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,January 2024,82,82,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,February 2024,82,82,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,March 2024,84,84,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,April 2024,85,85,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,May 2024,86,86,1,1,1,1
TX_CURR: Total Patients Currently on ART,ba Nigerian Army Amoured Centre Medical Reception Station Bauchi,June 2024,85,85,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,October 2023,3972,3972,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,November 2023,3987,3987,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,December 2023,3865,3865,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,January 2024,3845,3845,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,February 2024,3782,3782,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,March 2024,3616,3616,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,April 2024,3596,3596,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,May 2024,3610,3610,1,1,1,1
TX_CURR: Total Patients Currently on ART,be 161 Nigerian Airforce Hospital Makurdi,June 2024,3625,3625,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,October 2023,290,290,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,November 2023,292,292,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,December 2023,279,279,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,January 2024,282,282,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,February 2024,279,279,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,March 2024,249,249,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,April 2024,288,288,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,May 2024,258,258,1,1,1,1
TX_CURR: Total Patients Currently on ART,bo 7 Division Medical Services and Hospital Maiduguri,June 2024,234,234,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,October 2023,885,885,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,November 2023,884,884,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,December 2023,843,843,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,January 2024,897,897,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,February 2024,888,888,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,March 2024,858,858,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,April 2024,858,858,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,May 2024,855,855,1,1,1,1
TX_CURR: Total Patients Currently on ART,cr Nigerian Navy Reference Hospital Calabar,June 2024,861,861,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,October 2023,1714,1714,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,November 2023,1710,1710,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,December 2023,1688,1688,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,January 2024,1743,1743,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,February 2024,1742,1742,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,March 2024,1688,1688,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,April 2024,1693,1693,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,May 2024,1689,1689,1,1,1,1
TX_CURR: Total Patients Currently on ART,de Nigerian Navy Hospital Warri,June 2024,1669,1669,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,October 2023,375,375,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,November 2023,376,376,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,December 2023,339,339,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,January 2024,339,339,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,February 2024,341,341,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,March 2024,342,342,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,April 2024,348,348,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,May 2024,355,355,1,1,1,1
TX_CURR: Total Patients Currently on ART,ed Military Hospital Benin,June 2024,360,360,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,October 2023,1734,1734,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,November 2023,1743,1743,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,December 2023,1359,1359,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,January 2024,1727,1727,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,February 2024,1731,1731,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,March 2024,1665,1665,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,April 2024,1684,1684,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,May 2024,1684,1684,1,1,1,1
TX_CURR: Total Patients Currently on ART,en 82 Division Medical Services and Hospital Enugu,June 2024,1700,1700,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,October 2023,438,438,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,November 2023,445,445,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,December 2023,401,401,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,January 2024,449,449,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,February 2024,450,450,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,March 2024,429,429,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,April 2024,444,444,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,May 2024,448,448,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc 063 Nigerian Airforce Hospital Abuja,June 2024,434,434,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,October 2023,1865,1865,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,November 2023,1861,1861,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,December 2023,1326,1326,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,January 2024,1689,1689,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,February 2024,1750,1750,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,March 2024,1718,1718,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,April 2024,1712,1712,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,May 2024,1724,1724,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Defence Headquarters Medical Center Abuja,June 2024,1718,1718,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,October 2023,76,76,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,November 2023,76,76,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,December 2023,70,70,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,January 2024,81,81,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,February 2024,83,83,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,March 2024,78,78,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,April 2024,84,84,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,May 2024,85,85,1,1,1,1
TX_CURR: Total Patients Currently on ART,fc Guards Brigade Medical Center Mambilla Barracks Abuja,June 2024,81,81,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,October 2023,1342,1342,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,November 2023,1352,1352,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,December 2023,1251,1251,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,January 2024,1210,1210,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,February 2024,1221,1221,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,March 2024,1218,1218,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,April 2024,1216,1216,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,May 2024,1222,1222,1,1,1,1
TX_CURR: Total Patients Currently on ART,im 34 Brigade Medical Centre Owerri,June 2024,1118,1118,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,October 2023,4351,4351,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,November 2023,4351,4351,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,December 2023,3591,3591,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,January 2024,3674,3674,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,February 2024,3649,3649,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,March 2024,3832,3832,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,April 2024,3840,3840,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,May 2024,3834,3834,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 44 Nigerian Army Reference Hospital Kaduna,June 2024,3806,3806,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,October 2023,481,481,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,November 2023,483,483,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,December 2023,404,404,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,January 2024,469,469,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,February 2024,474,474,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,March 2024,410,410,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,April 2024,474,474,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,May 2024,481,481,1,1,1,1
TX_CURR: Total Patients Currently on ART,kd 461 Nigerian Airforce Hospital Kaduna,June 2024,481,481,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,October 2023,504,504,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,November 2023,510,510,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,December 2023,488,488,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,January 2024,496,496,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,February 2024,498,498,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,March 2024,499,499,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,April 2024,505,505,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,May 2024,500,500,1,1,1,1
TX_CURR: Total Patients Currently on ART,kn Armed Forces Specialist Hospital Kano,June 2024,491,491,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,October 2023,1056,1056,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,November 2023,1064,1064,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,December 2023,991,991,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,January 2024,1030,1030,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,February 2024,1047,1047,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,March 2024,974,974,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,April 2024,982,982,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,May 2024,987,987,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 661 Nigerian Airforce Hospital Ikeja,June 2024,907,907,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,October 2023,3706,3706,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,November 2023,3722,3722,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,December 2023,3746,3746,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,January 2024,3672,3672,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,February 2024,3692,3692,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,March 2024,3719,3719,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,April 2024,3732,3732,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,May 2024,3736,3736,1,1,1,1
TX_CURR: Total Patients Currently on ART,la 68 Nigerian Army Reference Hospital Yaba,June 2024,3712,3712,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,October 2023,5049,5049,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,November 2023,5142,5142,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,December 2023,3844,3844,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,January 2024,3218,3218,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,February 2024,3260,3260,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,March 2024,3661,3661,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,April 2024,3921,3921,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,May 2024,4184,4184,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Community Health Research Center Yaba,June 2024,4552,4552,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,October 2023,1246,1246,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,November 2023,1241,1241,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,December 2023,1201,1201,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,January 2024,1243,1243,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,February 2024,1245,1245,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,March 2024,1203,1203,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,April 2024,1209,1209,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,May 2024,1184,1184,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Military Hospital Lagos,June 2024,1196,1196,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,October 2023,1262,1262,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,November 2023,1265,1265,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,December 2023,1266,1266,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,January 2024,1275,1275,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,February 2024,1289,1289,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,March 2024,1298,1298,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,April 2024,1293,1293,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,May 2024,1305,1305,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Nigerian Navy Reference Hospital Ojo,June 2024,1301,1301,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,October 2023,266,266,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,November 2023,267,267,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,December 2023,171,171,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,January 2024,240,240,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,February 2024,236,236,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,March 2024,173,173,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,April 2024,176,176,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,May 2024,183,183,1,1,1,1
TX_CURR: Total Patients Currently on ART,la Obisessan Naval Medical Center Lagos,June 2024,198,198,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,October 2023,244,244,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,November 2023,250,250,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,December 2023,146,146,1,1,1,1
TX_CURR: Total Patients Currently on ART,la TIERS,January 2024,167,167,1,1,1,1
